City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
339,wanning,18.8003,110.3967,29.77,74,100,4.05,CN,1719998453
340,lucapa,-8.4192,20.7447,28.53,20,30,3.07,AO,1719998455
341,mbuji-mayi,-6.15,23.6,32.21,21,93,3.36,CD,1719998456
342,amurzet,47.6967,131.0981,25.0,74,100,2.46,RU,1719998458
343,itoman,26.1247,127.6694,32.01,76,20,4.63,JP,1719998258
344,at tall al kabir,30.5445,31.7853,34.44,18,0,0.45,EG,1719998460
345,nueva villa de padilla,24.0167,-98.7833,26.81,88,4,4.71,MX,1719998461
346,mount pearl,47.5166,-52.7813,12.81,99,100,8.23,CA,1719998463
347,fehrbellin,52.8135,12.7644,16.7,70,100,5.19,DE,1719998464
348,portland,45.5234,-122.6762,13.23,84,0,0.89,US,1719998465
349,askoy,60.4092,5.226,14.42,58,75,1.54,NO,1719998467
350,labytnangi,66.6572,66.4183,13.85,89,100,5.67,RU,1719998468
351,bikenibeu village,1.3673,173.1241,27.98,89,75,3.09,KI,1719998471
352,bamboo flat,11.7,92.7167,26.05,94,100,0.51,IN,1719998472
353,bayanhongor,46.7167,100.1167,22.12,32,76,3.48,MN,1719998473
354,tuscania,42.4206,11.8712,26.68,68,40,1.54,IT,1719998475
355,mitu,1.1983,-70.1733,21.32,99,91,0.58,CO,1719998476
356,la sarre,48.8002,-79.1996,17.41,68,100,4.23,CA,1719998477
357,fortuna,40.5982,-124.1573,10.19,96,0,0.0,US,1719998479
358,robertsport,6.7533,-11.3686,25.24,82,54,2.54,LR,1719998480
359,tank,32.2217,70.3793,45.41,22,0,3.84,PK,1719998481
360,vangaindrano,-23.35,47.6,20.89,81,94,2.74,MG,1719998483
361,tiznit,29.5833,-9.5,24.2,47,0,2.14,MA,1719998484
